demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity,dynamic_price
106.0,11.0,,0.21,232.25,1.32,0.67,476.0778483957789
-14.0,25.0,,0.69,58.33,1.21,-0.0,104.99883126013904
35.0,-4.0,1.0,-0.17,103.5,1.26,0.38,209.21877481663415
51.0,0.0,3.0,0.8,95.8,1.47,1.27,270.87393757589666
73.0,21.0,0.0,,123.22,1.31,0.03,331.24518185879725
,23.0,,1.09,,1.11,0.75,182.20794118663218
124.0,26.0,0.0,1.56,123.11,0.88,0.4,371.6384304311213
51.0,20.0,4.0,0.84,136.72,0.77,0.83,291.9999115803093
22.0,12.0,1.0,-0.13,168.97,1.31,0.6,808.4928009848172
-5.0,11.0,5.0,1.31,139.77,0.97,0.85,110.52344268974895
98.0,21.0,5.0,-0.13,111.88,0.93,0.57,406.0848121305679
-17.0,4.0,3.0,0.23,,1.03,0.58,234.00399658168877
64.0,12.0,3.0,0.79,134.93,1.03,0.72,295.6446117920786
29.0,,2.0,0.98,166.01,0.73,0.5,
13.0,14.0,8.0,1.6,135.14,0.66,-0.03,148.42660571741436
14.0,8.0,6.0,,201.84,0.53,0.31,186.3462051852351
,13.0,1.0,0.04,86.61,0.57,0.15,231.84653897196418
,18.0,1.0,1.0,,1.43,0.54,155.47046144429703
86.0,7.0,4.0,-0.04,143.41,1.25,1.26,452.5448034309652
6.0,19.0,8.0,0.89,137.23,1.12,-0.0,172.8091733005886
21.0,19.0,6.0,0.75,116.09,0.63,0.48,159.3412491977557
123.0,22.0,8.0,0.17,178.94,0.83,1.18,463.9553557099709
25.0,18.0,4.0,1.44,103.89,1.27,0.08,181.3760988220175
16.0,7.0,8.0,0.52,161.18,1.26,1.06,
,6.0,7.0,0.96,128.86,1.37,-0.15,265.31542462039647
122.0,3.0,2.0,1.28,119.41,0.59,0.22,349.7278245258818
128.0,19.0,4.0,1.04,,0.74,0.35,399.4310132352606
13.0,25.0,4.0,0.77,94.22,0.54,0.99,149.8763539966876
-12.0,4.0,0.0,1.51,,1.28,1.1,193.36459278639362
56.0,5.0,5.0,0.39,140.9,1.25,0.19,277.62586890974535
125.0,19.0,7.0,0.04,155.58,,0.09,458.4024342964779
-20.0,6.0,,1.28,214.16,1.0,0.69,146.73597571119703
,-4.0,4.0,0.8,118.72,1.1,,117.45459390121242
,22.0,5.0,1.57,142.7,0.78,-0.11,115.63237383880391
74.0,24.0,8.0,0.79,165.04,0.72,0.37,342.28488976776475
101.0,13.0,4.0,,151.48,0.53,0.08,347.66608748835023
0.0,,6.0,0.06,93.04,1.26,0.52,202.11342095136328
40.0,23.0,0.0,0.06,140.14,1.17,0.97,334.58358175909774
6.0,0.0,7.0,0.57,71.2,1.0,,116.70775088695925
81.0,12.0,3.0,0.26,134.4,0.85,0.45,345.11963006619067
121.0,-1.0,2.0,1.51,109.29,1.0,1.2,398.34495761801975
80.0,15.0,3.0,0.57,110.11,1.31,0.48,344.7186763047431
-14.0,-1.0,3.0,1.47,89.65,1.25,0.54,177.22164678854298
55.0,21.0,6.0,0.03,162.85,1.0,0.78,282.48534718313135
110.0,23.0,5.0,1.59,137.82,0.99,0.24,326.25470496728667
,17.0,5.0,0.34,109.9,0.56,-0.18,383.5928892156026
64.0,17.0,1.0,0.92,113.3,1.44,1.0,
8.0,25.0,6.0,0.85,80.81,0.87,-0.15,142.36096952644314
127.0,11.0,6.0,1.59,96.87,1.15,0.95,
46.0,16.0,8.0,1.3,188.35,1.5,0.5,296.4826817994779
84.0,,4.0,0.16,83.34,0.67,1.24,332.7770902130015
73.0,25.0,4.0,0.8,128.26,1.46,1.17,366.71666326259066
27.0,25.0,5.0,0.17,154.25,1.12,0.78,
82.0,15.0,3.0,0.63,73.63,1.29,0.62,
20.0,27.0,7.0,0.15,161.01,1.4,0.01,248.76737120892992
102.0,25.0,0.0,0.86,57.38,0.51,0.01,314.0170086208152
116.0,,2.0,1.27,43.75,1.08,0.21,369.13044014784225
2.0,21.0,5.0,-0.13,53.7,0.89,1.1,166.43517306025765
128.0,-2.0,7.0,1.27,116.98,0.66,1.04,1099.9399499315082
88.0,-3.0,2.0,0.08,87.5,,-0.07,341.2512606934038
,5.0,7.0,1.11,96.92,1.46,0.03,120.77365026043086
,0.0,2.0,1.47,128.92,1.46,0.85,493.9733419188809
60.0,22.0,2.0,0.65,131.88,1.12,0.55,281.3985731163064
49.0,12.0,5.0,0.04,93.19,1.0,,305.8386009992004
-14.0,7.0,5.0,0.93,73.95,0.93,0.71,34.31284455245341
107.0,25.0,6.0,-0.11,80.85,,0.24,415.1029290254783
-14.0,23.0,5.0,1.31,158.79,0.64,0.13,90.03938442914207
100.0,18.0,2.0,-0.09,80.3,1.26,0.64,419.467829647804
93.0,8.0,8.0,-0.13,88.71,1.06,1.07,367.39458710109244
117.0,20.0,2.0,-0.04,140.86,0.87,0.64,402.82520790666985
83.0,6.0,3.0,1.19,152.0,1.37,0.8,387.120294058597
7.0,13.0,8.0,1.42,75.4,1.22,0.97,122.53828336241276
25.0,23.0,8.0,1.31,,1.42,0.96,147.1068591054908
1.0,-2.0,8.0,0.28,143.72,1.22,0.23,232.29089980891658
0.0,24.0,0.0,0.19,91.33,1.08,-0.12,204.65731132933615
90.0,,3.0,1.53,79.35,1.15,0.44,302.41076956285514
11.0,0.0,6.0,0.69,106.41,0.99,0.4,180.52227413816414
,21.0,0.0,1.45,126.34,0.87,0.83,287.45380136169354
49.0,11.0,7.0,,174.8,1.02,0.93,321.09510783303455
33.0,13.0,3.0,1.17,83.61,0.72,1.16,187.43089194664762
0.0,11.0,,1.41,167.46,1.39,0.43,171.7116067258507
14.0,7.0,6.0,0.71,86.27,1.42,1.09,175.6059978218015
,0.0,5.0,1.22,101.12,0.87,0.87,97.24816508131403
3.0,22.0,8.0,0.09,164.41,0.81,0.73,226.91214797284883
73.0,22.0,8.0,-0.05,147.09,0.71,0.98,331.65921355287605
,7.0,4.0,1.28,,0.82,1.2,274.2365994595023
48.0,18.0,7.0,0.67,,1.13,1.19,289.88337891200916
106.0,18.0,3.0,1.03,105.55,0.96,1.03,385.51249147527875
104.0,12.0,2.0,-0.06,145.02,1.31,0.27,426.658808251255
113.0,21.0,4.0,0.67,187.32,0.53,0.25,392.26551923190056
,-3.0,3.0,1.43,,1.43,0.38,220.0464813911462
61.0,6.0,7.0,1.22,105.02,1.03,0.65,233.54530710045432
79.0,-2.0,7.0,0.58,193.93,1.13,1.02,318.5955257051846
20.0,20.0,2.0,0.47,50.97,1.2,0.77,504.9840462103057
39.0,,3.0,,106.59,,1.27,311.3348328918103
56.0,19.0,7.0,0.6,135.71,0.61,0.6,246.05876280570286
98.0,9.0,5.0,1.41,219.14,0.63,-0.1,333.14097983998636
74.0,27.0,,0.47,51.55,0.68,-0.06,
106.0,-4.0,7.0,1.17,81.91,0.73,1.13,319.4176926085806
18.0,24.0,3.0,0.71,118.66,1.47,0.72,250.8049629932293
101.0,0.0,1.0,0.02,111.61,1.01,0.91,414.86212653494226
-20.0,7.0,8.0,1.49,102.44,,,95.92455550801057
102.0,15.0,2.0,0.48,141.38,1.1,0.41,441.69664538527974
-1.0,8.0,5.0,0.61,41.65,1.37,0.38,131.74090881839115
90.0,1.0,5.0,0.45,,0.83,0.88,416.63760916359206
113.0,0.0,,0.01,21.82,1.26,-0.13,326.13825185587325
95.0,10.0,7.0,0.62,97.71,0.88,-0.05,330.2576378976663
73.0,19.0,6.0,1.34,198.61,1.3,1.18,
99.0,16.0,5.0,1.34,125.62,1.17,1.1,333.4482092039207
,-4.0,4.0,0.21,118.98,1.45,0.89,380.3441390264254
-18.0,19.0,0.0,0.08,,1.24,1.08,
49.0,15.0,3.0,1.09,100.52,0.84,0.4,179.7945757120289
44.0,27.0,0.0,1.37,101.33,0.97,1.16,232.0401266570366
62.0,20.0,5.0,0.62,105.04,0.96,1.05,285.55965196714226
17.0,11.0,8.0,-0.13,150.45,0.93,0.21,278.3842444465599
7.0,7.0,1.0,0.32,174.55,1.27,0.49,269.8893211935571
26.0,21.0,8.0,,123.84,0.63,0.6,197.02933004117227
-11.0,1.0,4.0,,123.88,1.36,0.69,175.43387183305643
,21.0,4.0,,52.17,0.56,0.46,219.72657506207443
112.0,14.0,3.0,0.56,120.77,1.27,0.13,
120.0,,4.0,0.77,82.16,1.3,1.02,339.9823771731061
65.0,15.0,8.0,0.9,74.9,1.41,0.09,244.8056215889328
13.0,0.0,8.0,1.36,158.44,0.83,0.24,181.13042460560578
91.0,6.0,1.0,0.8,190.96,1.37,0.31,373.1734019100001
64.0,21.0,5.0,-0.09,143.05,0.63,,391.4359198376841
-18.0,3.0,1.0,0.74,79.1,0.61,-0.13,6.081919973692706
-13.0,26.0,4.0,1.41,118.42,1.21,0.53,100.7216519994463
30.0,13.0,6.0,0.44,163.86,0.63,0.57,255.30794005627007
1.0,4.0,5.0,-0.05,124.1,1.05,0.84,
24.0,-3.0,,,132.91,0.62,0.97,151.69394817564233
59.0,26.0,6.0,0.47,143.13,1.42,0.87,335.56188920269426
103.0,2.0,6.0,0.86,91.85,,1.09,340.8568972124178
,12.0,2.0,0.29,125.56,0.62,0.83,158.78398072651828
78.0,27.0,0.0,1.43,71.33,,-0.02,289.07145090031014
85.0,12.0,7.0,0.01,148.38,1.03,0.88,406.35322178052246
8.0,27.0,7.0,1.16,60.46,1.07,0.79,120.94414010138787
81.0,10.0,2.0,0.16,102.2,1.17,0.13,349.141753182259
57.0,12.0,6.0,,101.15,1.11,,297.36606631318955
89.0,21.0,5.0,1.35,92.94,0.69,0.14,231.76557498721468
-17.0,19.0,1.0,1.53,152.16,0.63,0.02,143.98649974234684
109.0,,3.0,,60.68,1.46,0.6,360.4931522033102
,0.0,7.0,1.19,81.21,0.93,1.02,306.1046760885188
43.0,16.0,3.0,0.61,127.92,1.47,1.01,329.3858396130942
8.0,4.0,8.0,0.51,98.75,0.8,0.46,206.64076882564004
68.0,-1.0,2.0,-0.02,120.01,0.61,-0.13,278.5695390670157
74.0,6.0,3.0,0.2,157.52,0.77,0.06,303.22240026103697
-6.0,2.0,0.0,,90.51,0.95,0.38,140.07719063204365
76.0,-3.0,2.0,0.5,88.58,,0.79,283.24307449338676
19.0,-3.0,5.0,1.39,87.89,0.71,0.72,164.55512674864303
123.0,18.0,5.0,1.02,199.81,0.92,0.77,482.35792161205075
,16.0,7.0,0.3,110.93,1.38,0.43,430.0251381127303
87.0,4.0,6.0,1.33,178.58,0.84,-0.17,331.98477159605466
13.0,7.0,2.0,1.03,90.35,,-0.01,211.35134924766328
106.0,7.0,,,162.61,0.71,0.41,350.4810889647022
113.0,5.0,6.0,0.11,136.21,1.38,1.0,482.279294396207
,-1.0,5.0,1.18,104.45,1.37,1.11,317.04643020605766
66.0,-1.0,3.0,0.5,135.12,0.56,-0.08,216.20241213922685
93.0,21.0,1.0,0.49,154.69,0.92,0.88,
128.0,15.0,2.0,1.43,112.22,,1.29,378.82183084318496
78.0,18.0,2.0,0.63,114.66,0.85,0.81,387.54817808946024
-19.0,23.0,5.0,1.5,128.43,0.55,1.28,
76.0,2.0,8.0,1.27,,0.93,0.69,242.74031891748552
5.0,0.0,8.0,-0.1,175.86,0.87,-0.16,210.91490002079718
23.0,18.0,1.0,-0.17,91.4,1.2,1.01,227.97340831165252
-3.0,21.0,5.0,1.52,118.45,1.39,0.1,
77.0,19.0,1.0,0.51,190.21,0.97,0.72,
9.0,,1.0,1.59,159.56,1.4,0.87,
87.0,20.0,8.0,0.9,167.24,0.71,1.2,359.7596879903132
2.0,12.0,1.0,1.33,140.3,0.73,0.08,180.8677347962387
,,3.0,0.9,173.5,1.37,0.62,298.8851999906661
106.0,8.0,4.0,0.39,142.94,1.11,0.97,421.7904550653263
2.0,19.0,7.0,-0.17,99.47,0.59,,171.11055200025191
19.0,13.0,2.0,0.35,102.03,1.42,0.89,241.9323743567267
43.0,27.0,6.0,0.36,135.52,1.25,0.63,282.4888525395397
51.0,8.0,1.0,1.37,138.38,0.87,-0.13,201.4619269786294
121.0,10.0,4.0,-0.11,144.68,1.47,0.38,455.58854413933216
103.0,17.0,1.0,,88.95,1.1,0.86,390.822611164584
89.0,10.0,,1.09,188.49,1.24,0.54,420.05207585078153
57.0,19.0,7.0,0.36,94.43,1.15,,331.2356037684048
-19.0,27.0,8.0,1.01,177.55,1.48,0.35,140.2880019947823
101.0,,7.0,0.57,191.13,1.08,0.6,415.88383954975575
-17.0,19.0,2.0,,128.49,0.6,0.08,84.22900789301666
79.0,12.0,2.0,-0.15,134.49,1.09,-0.18,316.12196053825556
-12.0,13.0,8.0,0.06,,0.8,1.03,110.5371457639098
-5.0,9.0,7.0,1.03,118.16,0.58,1.24,
75.0,,3.0,1.51,78.64,0.85,0.92,
6.0,21.0,0.0,,163.88,0.69,0.03,151.54363790623503
,0.0,5.0,0.43,98.98,1.37,0.17,111.32729152221036
47.0,-3.0,4.0,0.34,98.93,0.96,-0.11,215.0438658337515
,27.0,2.0,0.05,66.74,0.94,0.68,148.8025830024402
-6.0,-3.0,0.0,0.66,113.08,0.6,1.18,149.94004598262356
-9.0,26.0,0.0,1.53,174.08,0.71,1.19,137.2881214294069
50.0,23.0,3.0,-0.05,97.51,0.65,0.01,278.8372472434161
49.0,4.0,,1.37,106.42,0.57,0.75,248.6513244146589
91.0,27.0,4.0,0.2,127.52,1.25,-0.03,345.415740640649
39.0,2.0,1.0,-0.14,106.24,1.42,0.34,301.3187216346631
10.0,10.0,1.0,-0.2,136.42,1.18,0.86,266.16909903794675
128.0,11.0,8.0,,78.97,1.49,-0.13,408.92218656882943
39.0,2.0,,0.63,153.14,1.25,0.45,321.0689983208681
54.0,3.0,3.0,0.88,121.39,0.85,-0.03,784.1653060860348
,25.0,6.0,1.55,134.47,0.72,1.21,142.08453687010643
81.0,18.0,3.0,0.64,121.18,0.63,0.67,342.0346875938426
61.0,22.0,1.0,0.47,,1.21,0.59,320.56683282077285
-7.0,8.0,,0.53,91.43,1.1,0.59,124.1942761926783
4.0,23.0,8.0,1.2,152.78,,0.38,157.93420165578178
88.0,21.0,,-0.03,175.65,1.02,0.86,440.5243747232859
87.0,22.0,6.0,1.13,134.19,1.07,0.36,356.73948072402027
67.0,25.0,2.0,0.61,120.8,1.21,0.44,301.68288009010985
-3.0,-3.0,3.0,0.07,86.3,1.31,0.41,173.89616498144557
36.0,25.0,1.0,,72.84,0.69,0.31,251.81369162692397
77.0,-2.0,1.0,0.59,104.59,1.22,0.56,318.98375066465445
46.0,18.0,4.0,1.51,,1.28,0.04,143.02775138598375
119.0,,0.0,,126.81,0.51,0.61,401.10054962687707
48.0,24.0,0.0,0.69,130.53,1.14,1.26,263.36054232745397
62.0,9.0,,0.03,127.35,0.54,0.18,268.36025219861557
55.0,8.0,1.0,,84.04,0.93,0.72,201.09349037181778
70.0,10.0,0.0,1.13,90.57,0.83,0.67,217.5280056193291
-4.0,,6.0,1.12,143.54,0.88,0.2,105.39424166224585
71.0,9.0,1.0,-0.14,91.17,1.24,0.86,363.7602613330548
19.0,12.0,8.0,0.99,117.82,1.23,0.27,412.26703297566485
1.0,,7.0,,,0.56,0.24,159.09659826113142
117.0,11.0,1.0,1.53,,0.85,0.84,396.7517599914065
84.0,-2.0,8.0,-0.17,160.97,0.91,0.59,431.7710442125602
113.0,7.0,6.0,1.34,135.08,1.03,1.13,453.66145944982975
-4.0,12.0,3.0,,58.26,0.87,0.01,46.84890737641473
55.0,11.0,1.0,,56.57,1.24,0.95,309.1575879951186
59.0,-2.0,1.0,1.41,107.37,0.94,0.84,247.62144716679285
12.0,12.0,8.0,-0.18,170.96,1.25,0.03,303.6584521914866
-20.0,-4.0,6.0,1.55,154.15,1.19,-0.03,129.3041818647403
58.0,0.0,,0.14,146.82,0.7,-0.06,263.61456157282447
107.0,25.0,0.0,-0.0,97.22,1.19,0.95,426.27911708604546
124.0,-4.0,6.0,0.3,88.98,1.47,0.9,418.7764311858125
126.0,11.0,0.0,0.82,150.15,1.05,1.04,433.822021329608
33.0,24.0,2.0,0.12,125.23,0.79,0.91,239.67806539850017
93.0,18.0,1.0,0.32,117.26,1.5,1.16,453.3595883439251
62.0,18.0,1.0,0.91,154.41,1.23,-0.15,323.7994338742594
63.0,23.0,1.0,0.28,,,,302.36800430577887
-20.0,12.0,8.0,0.8,77.31,0.85,-0.12,37.284737417622644
,7.0,6.0,0.32,105.13,1.15,0.74,390.6553615367174
80.0,21.0,0.0,0.69,159.03,1.36,-0.09,354.3286150248172
104.0,27.0,4.0,0.54,183.63,0.73,1.07,392.0274972813907
74.0,27.0,1.0,0.39,110.28,1.05,1.12,349.55040665781496
-6.0,4.0,6.0,,,0.89,1.1,193.1274838733623
44.0,4.0,7.0,0.44,,1.06,1.14,294.11919488312526
92.0,6.0,8.0,1.29,74.03,1.47,1.26,338.4539269214976
119.0,25.0,,0.93,122.35,1.08,0.23,416.4584571944795
16.0,,5.0,-0.06,50.71,1.45,0.62,
9.0,11.0,8.0,0.91,106.32,1.07,0.07,217.0754132762005
-10.0,12.0,6.0,0.27,155.33,,-0.19,142.75728767808218
11.0,13.0,3.0,0.33,87.84,0.75,0.39,161.1541451847354
-19.0,,6.0,-0.19,113.62,1.5,-0.14,161.9625067710905
117.0,27.0,1.0,0.11,108.17,0.81,1.02,
103.0,,0.0,1.55,116.18,1.2,1.16,327.08403827836764
1.0,0.0,2.0,-0.13,,0.96,0.27,163.8445581243908
52.0,9.0,4.0,0.29,126.12,0.61,-0.0,217.76903380098835
97.0,10.0,4.0,1.17,98.68,0.51,0.38,286.5569963961707
34.0,-4.0,3.0,0.9,81.11,1.29,0.52,197.91296192928192
9.0,3.0,7.0,0.75,143.7,1.08,0.41,276.45959896055905
,6.0,6.0,1.04,89.92,0.84,0.72,224.11846004075764
0.0,10.0,5.0,,116.33,0.87,0.81,159.4431283817438
,23.0,5.0,0.03,151.94,,1.13,348.6003101703084
-1.0,-4.0,,1.01,133.26,1.29,0.92,152.64320541890493
92.0,0.0,3.0,0.61,168.12,1.21,0.89,365.49493697542573
14.0,5.0,6.0,0.1,100.76,1.13,-0.0,190.0419371857908
8.0,18.0,0.0,0.96,46.47,0.53,0.68,97.37445655396755
89.0,12.0,1.0,,,1.18,1.03,308.8210656495242
35.0,14.0,3.0,1.44,96.07,0.98,0.3,209.0727350462503
95.0,-1.0,6.0,0.17,119.85,1.36,1.2,396.93369885744534
46.0,16.0,3.0,1.59,79.13,,0.93,
11.0,,1.0,-0.07,193.87,1.29,0.3,
37.0,11.0,1.0,1.15,174.38,1.22,0.12,228.2054429263189
57.0,12.0,2.0,1.04,111.7,1.29,0.58,259.0960341616848
48.0,4.0,1.0,1.46,98.71,1.03,0.11,237.03230823544686
7.0,4.0,3.0,-0.16,173.34,0.93,0.47,284.99920097951525
51.0,,0.0,-0.1,163.52,1.19,,369.10794951789757
88.0,10.0,5.0,0.9,84.97,0.85,-0.1,221.22087117342048
39.0,-3.0,4.0,1.08,75.83,0.95,-0.13,234.61928053207168
-8.0,26.0,8.0,0.72,111.69,0.84,0.85,181.2612339670966
-3.0,-4.0,0.0,,127.83,1.3,0.31,196.38894806520074
29.0,11.0,6.0,1.28,107.9,,0.58,
22.0,26.0,4.0,0.89,134.05,0.66,0.74,218.55851165256266
64.0,17.0,0.0,0.88,146.07,0.72,0.68,317.9357760137189
25.0,,4.0,0.36,111.45,0.56,0.92,277.4679036200494
3.0,0.0,6.0,1.25,138.67,1.11,0.7,162.27698852573843
-16.0,26.0,6.0,0.83,123.39,1.48,0.25,172.79673594443963
22.0,8.0,3.0,-0.15,141.04,0.53,0.86,815.3334974624531
32.0,20.0,7.0,1.16,52.64,0.82,0.18,523.7476028164173
82.0,-3.0,6.0,1.16,130.79,1.46,0.41,341.0003312666959
,-3.0,7.0,0.29,156.91,0.96,0.47,419.880639408703
-8.0,,,-0.13,136.29,0.6,1.09,150.9722283552701
0.0,3.0,4.0,0.6,63.02,1.09,1.15,188.6976397072291
,5.0,4.0,0.5,95.04,1.4,0.4,
77.0,16.0,4.0,0.87,169.6,0.96,0.55,392.44275604649954
19.0,8.0,1.0,,92.11,1.45,0.12,219.60258485690446
22.0,23.0,0.0,0.41,120.8,1.15,0.86,284.51066388076975
38.0,26.0,3.0,0.14,64.99,0.7,0.68,235.47223876028914
28.0,24.0,7.0,0.27,129.05,,0.75,191.97913770179304
126.0,26.0,3.0,0.72,130.68,1.28,0.67,494.5539487601047
119.0,9.0,4.0,1.0,164.93,0.68,0.35,388.7733428820735
15.0,25.0,8.0,1.4,135.12,1.04,0.19,144.68056414821976
101.0,22.0,0.0,1.05,,,1.14,416.8752449916379
,12.0,6.0,0.55,104.5,0.92,1.14,309.6129599701224
87.0,-4.0,2.0,1.48,133.32,1.11,-0.13,306.81109054513104
12.0,24.0,2.0,0.16,93.84,0.68,-0.2,208.28422891490803
87.0,13.0,7.0,-0.19,150.66,1.43,0.14,365.4846198930822
106.0,4.0,7.0,0.9,159.56,0.85,0.98,401.28636841844474
66.0,9.0,0.0,-0.1,94.59,1.11,-0.15,291.2847566958928
41.0,24.0,3.0,1.33,137.33,1.2,0.87,287.2049332389869
-2.0,17.0,4.0,0.87,150.24,1.07,0.6,172.2476604199711
80.0,-1.0,8.0,0.99,105.27,0.72,0.24,293.00102594898055
10.0,14.0,6.0,-0.13,90.38,1.06,,
29.0,2.0,8.0,1.53,57.79,0.75,0.28,
82.0,,,0.71,152.81,0.51,0.23,328.81264433161493
-4.0,23.0,,,132.65,0.59,0.31,143.02053958189805
-15.0,19.0,3.0,0.27,143.24,0.73,0.92,139.68028631959044
39.0,24.0,1.0,1.33,154.56,1.47,0.86,306.44298921846183
-2.0,4.0,3.0,,54.77,1.24,0.93,162.08982906220788
19.0,8.0,,,138.82,0.51,0.5,213.10134046040798
103.0,8.0,2.0,,98.53,1.25,0.59,347.6017491280891
24.0,1.0,5.0,1.26,121.2,1.28,0.71,152.21548460742335
21.0,-2.0,,0.39,107.08,0.92,,192.25440996863566
49.0,15.0,5.0,,120.05,0.96,-0.13,216.69195246369407
129.0,22.0,1.0,0.22,141.24,1.38,1.06,513.0042048885794
32.0,26.0,3.0,,143.88,0.93,1.16,288.9919752380202
57.0,27.0,8.0,1.13,48.91,0.84,1.06,206.30055700973165
124.0,21.0,3.0,0.68,73.07,0.58,1.23,379.81064747781824
102.0,22.0,0.0,0.92,164.41,1.49,0.06,411.41312991931414
94.0,18.0,1.0,1.17,,0.7,0.46,
89.0,8.0,5.0,1.43,164.44,1.44,0.76,401.86024645965614
35.0,15.0,2.0,0.59,161.02,0.96,0.06,207.9095319351469
,1.0,,0.08,136.41,0.98,0.03,160.70496495072894
13.0,23.0,7.0,0.22,116.29,1.45,0.54,273.4151890848691
44.0,4.0,3.0,0.47,61.36,1.24,0.6,272.843314231701
90.0,2.0,5.0,1.54,106.15,0.97,0.21,271.0411321451603
107.0,21.0,5.0,0.78,203.15,0.71,1.25,425.9632154607092
110.0,5.0,5.0,0.35,62.4,0.52,0.37,337.2477886466795
35.0,3.0,7.0,0.42,119.06,1.32,0.47,243.11776522379364
1.0,5.0,2.0,1.2,,0.5,0.4,124.20602416709956
111.0,0.0,6.0,1.01,114.05,0.96,0.53,301.6654943371191
79.0,-4.0,6.0,1.28,88.91,1.23,,309.5435709319889
97.0,-3.0,4.0,1.49,65.72,1.24,0.9,319.6981585798295
-9.0,-4.0,5.0,-0.18,149.39,0.58,0.45,154.25196928144055
16.0,19.0,8.0,-0.01,130.0,0.69,0.92,186.78405054878812
20.0,22.0,1.0,0.02,167.48,0.57,0.12,252.24895426247554
37.0,-3.0,0.0,0.21,166.05,1.0,,
,10.0,1.0,0.15,79.71,0.57,0.09,266.4395300156411
50.0,22.0,8.0,1.19,,1.06,0.2,237.37366590006297
112.0,20.0,6.0,0.63,128.79,0.5,-0.14,364.1650575011704
70.0,15.0,7.0,1.55,81.54,0.61,0.58,244.2493547399054
68.0,-1.0,0.0,1.31,170.6,1.47,,363.9780227079007
-4.0,-1.0,0.0,0.1,161.91,1.34,1.29,270.8175264034312
98.0,25.0,6.0,1.4,88.67,1.2,-0.07,
5.0,-2.0,4.0,1.4,187.54,1.13,1.26,174.02150320388512
72.0,16.0,4.0,0.09,142.92,1.15,0.25,309.6601906806222
,-1.0,2.0,1.05,134.65,0.72,0.42,248.93357371905617
,9.0,3.0,1.52,27.34,0.78,1.17,109.84501615989893
60.0,0.0,4.0,0.92,158.21,1.26,0.8,362.12769505100215
104.0,-1.0,0.0,0.73,,1.29,-0.16,406.77687183328965
17.0,,1.0,0.24,77.05,0.89,1.19,203.40396049696565
59.0,19.0,7.0,1.06,113.52,1.28,1.14,302.7698989808626
116.0,-2.0,0.0,1.48,106.93,0.74,-0.04,
11.0,-3.0,5.0,1.09,145.86,0.74,,160.48904601082185
-20.0,11.0,6.0,1.35,139.94,1.14,0.75,105.46127584626967
-12.0,2.0,7.0,1.09,42.14,1.01,0.42,90.34552847151286
,6.0,2.0,1.49,135.95,1.01,0.79,216.83508365231702
88.0,,3.0,0.4,174.67,0.72,0.74,417.1831972327313
113.0,13.0,3.0,1.35,74.62,1.3,-0.11,360.2952946829642
105.0,7.0,6.0,0.31,,1.34,0.17,432.16128659717987
18.0,19.0,0.0,0.42,54.61,1.45,0.48,147.13271268529417
111.0,22.0,5.0,,104.11,,,
117.0,14.0,3.0,1.18,114.14,1.12,0.45,465.54798542796016
92.0,3.0,0.0,1.01,88.1,1.28,1.12,
78.0,,0.0,1.22,144.91,0.51,-0.11,281.316180187527
-13.0,-4.0,,1.46,89.19,0.58,0.18,20.884858904847377
2.0,,6.0,,129.73,1.17,0.29,139.57017465306765
92.0,26.0,,0.42,152.16,1.02,,
50.0,-4.0,6.0,0.01,167.07,1.32,1.15,360.51432696116274
96.0,,1.0,1.11,76.22,1.32,0.29,345.5282828699791
45.0,19.0,,0.5,184.52,0.68,,221.1844973243205
17.0,21.0,6.0,0.15,171.68,,0.01,284.9611906220563
127.0,15.0,4.0,1.1,128.63,1.33,0.2,397.8434276965947
-11.0,16.0,0.0,0.57,134.99,,0.49,186.50795418527935
60.0,14.0,6.0,-0.01,176.24,0.59,0.54,301.5574180562329
116.0,27.0,0.0,1.23,136.06,1.42,0.75,
86.0,,1.0,0.15,,1.17,-0.04,428.6338386638928
37.0,,0.0,-0.16,74.87,1.08,,217.26243689376824
67.0,21.0,,0.37,158.79,0.57,,287.85379645347604
123.0,20.0,2.0,0.08,108.94,0.94,-0.18,433.77953974863505
89.0,10.0,3.0,0.63,64.14,0.98,1.24,279.6995831922525
-9.0,11.0,6.0,1.13,78.44,0.85,1.13,128.14698067559362
86.0,25.0,2.0,0.53,92.87,0.8,0.92,301.5645393539942
124.0,23.0,7.0,1.17,,1.27,0.46,387.80451705951674
8.0,19.0,4.0,1.0,151.77,0.55,0.72,188.2259973679251
36.0,24.0,4.0,0.05,81.91,1.32,1.23,273.99496520469194
15.0,14.0,1.0,0.56,73.71,1.42,-0.17,153.4319293807057
-14.0,14.0,8.0,0.76,,1.31,1.3,167.38860747982585
126.0,17.0,7.0,0.39,172.04,0.72,1.21,456.7850362815766
7.0,18.0,6.0,0.58,119.2,0.93,,230.85662410215497
84.0,16.0,3.0,1.22,113.09,1.0,0.61,278.5967113528296
128.0,10.0,5.0,1.52,129.87,1.33,-0.2,322.86379657124655
-16.0,8.0,7.0,0.98,36.82,1.07,1.08,46.17522839937157
,27.0,6.0,,167.1,1.01,0.3,
108.0,25.0,7.0,0.04,137.66,0.86,0.52,392.9781308615351
100.0,,3.0,0.08,175.98,0.86,1.0,450.06246407461623
23.0,1.0,0.0,-0.1,80.44,,0.84,277.1485319373189
97.0,,5.0,,158.96,1.08,0.13,338.22645652123526
